
Segment Resistance
 ==================== 
Segment Resistance,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.627058,1/µm,Segment,2,2,1,100000003,510000000833,
0.799371,1/µm,Segment,1,1,1,100000004,510000000849,
0.802114,1/µm,Segment,1,1,1,100000004,510000000871,
0.632286,1/µm,Segment,3,1,1,100000004,510000000884,
0.667167,1/µm,Segment,3,2,1,100000004,510000000894,
0.160149,1/µm,Segment,3,2,1,100000004,510000000902,
0.651617,1/µm,Segment,4,2,1,100000004,510000000904,
0.393658,1/µm,Segment,5,2,1,100000004,510000000915,
1.27579,1/µm,Segment,1,1,1,100000004,510000000923,
1.17067,1/µm,Segment,4,3,1,100000004,510000000942,
1.05478,1/µm,Segment,4,3,1,100000004,510000000956,
0.769773,1/µm,Segment,3,3,1,100000004,510000000973,
0.382974,1/µm,Segment,5,3,1,100000004,510000000978,
0.726708,1/µm,Segment,4,4,1,100000004,510000000984,
0.178218,1/µm,Segment,1,1,1,100000005,510000000993,
0.384944,1/µm,Segment,2,1,1,100000005,510000000995,
1.28856,1/µm,Segment,3,1,1,100000005,510000000999,
1.06275,1/µm,Segment,2,2,1,100000005,510000001015,
1.5013,1/µm,Segment,3,3,1,100000005,510000001032,
2.34712,1/µm,Segment,3,3,1,100000005,510000001055,
1.17073,1/µm,Segment,4,2,1,100000005,510000001076,
0.719647,1/µm,Segment,5,2,1,100000005,510000001082,
1.10987,1/µm,Segment,6,3,1,100000005,510000001086,
0.613774,1/µm,Segment,7,2,1,100000005,510000001093,
0.911092,1/µm,Segment,7,3,1,100000005,510000001101,
1.65519,1/µm,Segment,4,3,1,100000005,510000001110,
0.783453,1/µm,Segment,5,3,1,100000005,510000001117,
0.732853,1/µm,Segment,5,4,1,100000005,510000001124,
1.05443,1/µm,Segment,5,3,1,100000005,510000001129,
0.525169,1/µm,Segment,2,3,1,100000005,510000001133,
1.86648,1/µm,Segment,3,4,1,100000005,510000001136,
0.359596,1/µm,Segment,3,3,1,100000005,510000001156,
1.31493,1/µm,Segment,4,3,1,100000005,510000001159,
1.76273,1/µm,Segment,4,4,1,100000005,510000001175,
1.95989,1/µm,Segment,3,2,1,100000005,510000001191,
1.03939,1/µm,Segment,4,2,1,100000005,510000001204,
2.52859,1/µm,Segment,4,3,1,100000005,510000001221,
4.62873,1/µm,Segment,3,4,1,100000005,510000001236,
0.303836,1/µm,Segment,1,1,1,100000006,510000001259,
0.79855,1/µm,Segment,2,1,1,100000006,510000001262,
1.48167,1/µm,Segment,3,1,1,100000006,510000001267,
1.81218,1/µm,Segment,2,2,1,100000006,510000001272,
1.64166,1/µm,Segment,3,3,1,100000006,510000001278,
8.45771,1/µm,Segment,2,1,1,100000006,510000001285,
0.161314,1/µm,Segment,1,1,1,100000006,510000001329,
4.35664,1/µm,Segment,2,1,1,100000006,510000001331,
7.54122,1/µm,Segment,2,2,1,100000006,510000001353,
3.56343,1/µm,Segment,2,2,1,100000006,510000001379,
2.33129,1/µm,Segment,4,2,1,100000006,510000001399,
1.78102,1/µm,Segment,3,1,1,100000006,510000001408,
0.515185,1/µm,Segment,2,2,1,100000006,510000001416,
3.67757,1/µm,Segment,3,2,1,100000006,510000001418,
4.75305,1/µm,Segment,3,3,1,100000006,510000001430,
4.63807,1/µm,Segment,3,2,1,100000006,510000001448,
5.57746,1/µm,Segment,3,2,1,100000006,510000001465,
15.2108,1/µm,Segment,4,3,1,100000006,510000001486,
0.601664,1/µm,Segment,2,1,1,100000007,510000001536,
0.152164,1/µm,Segment,3,1,1,100000007,510000001546,
0.102688,1/µm,Segment,4,1,1,100000007,510000001549,
1.51663,1/µm,Segment,5,1,1,100000007,510000001551,
0.192043,1/µm,Segment,6,1,1,100000007,510000001573,
0.739884,1/µm,Segment,6,2,1,100000007,510000001575,
2.57285,1/µm,Segment,3,2,1,100000007,510000001583,
0.340651,1/µm,Segment,2,2,1,100000007,510000001620,
0.172442,1/µm,Segment,3,2,1,100000007,510000001624,
0.188367,1/µm,Segment,4,2,1,100000007,510000001626,
0.329274,1/µm,Segment,4,3,1,100000007,510000001628,
0.337903,1/µm,Segment,3,3,1,100000007,510000001630,
0.117532,1/µm,Segment,1,1,1,100000007,510000001632,
0.313035,1/µm,Segment,2,1,1,100000007,510000001634,
1.0886,1/µm,Segment,2,1,1,100000007,510000001639,
0.286659,1/µm,Segment,2,2,1,100000007,510000001655,
1.74791,1/µm,Segment,3,2,1,100000007,510000001659,
0.783522,1/µm,Segment,3,3,1,100000007,510000001680,
1.20615,1/µm,Segment,2,2,1,100000007,510000001689,
1.16475,1/µm,Segment,5,2,1,100000007,510000001704,
1.33195,1/µm,Segment,4,2,1,100000007,510000001717,
1.37693,1/µm,Segment,2,2,1,100000007,510000001731,
0.344267,1/µm,Segment,1,1,1,100000008,510000001749,
0.14566,1/µm,Segment,1,1,1,100000008,510000001766,
0.153275,1/µm,Segment,2,1,1,100000008,510000001768,
0.990197,1/µm,Segment,4,1,1,100000008,510000001772,
0.935325,1/µm,Segment,4,2,1,100000008,510000001788,
2.06721,1/µm,Segment,2,2,1,100000008,510000001800,
1.34511,1/µm,Segment,3,2,1,100000008,510000001831,
1.32079,1/µm,Segment,3,3,1,100000008,510000001850,
0.564834,1/µm,Segment,3,2,1,100000008,510000001867,
3.67443,1/µm,Segment,4,2,1,100000008,510000001875,
2.24746,1/µm,Segment,1,1,1,100000008,510000001928,
0.159115,1/µm,Segment,1,1,1,100000008,510000001966,
0.33297,1/µm,Segment,2,1,1,100000008,510000001969,
0.375559,1/µm,Segment,3,1,1,100000008,510000001975,
0.876771,1/µm,Segment,4,1,1,100000008,510000001981,
3.21419,1/µm,Segment,1,1,1,100000008,510000001996,
1.52692,1/µm,Segment,3,2,1,100000008,510000002049,
4.14518,1/µm,Segment,4,2,1,100000008,510000002070,
1.75583,1/µm,Segment,2,2,1,100000008,510000002130,
1.45539,1/µm,Segment,1,1,1,100000008,510000002155,
0.54803,1/µm,Segment,4,3,1,100000008,510000002180,
0.263854,1/µm,Segment,5,3,1,100000008,510000002187,
1.1945,1/µm,Segment,5,4,1,100000008,510000002191,
0.301642,1/µm,Segment,2,1,1,100000009,510000002212,
2.64377,1/µm,Segment,3,1,1,100000009,510000002215,
0.316796,1/µm,Segment,4,1,1,100000009,510000002235,
1.81491,1/µm,Segment,4,2,1,100000009,510000002237,
2.98173,1/µm,Segment,2,2,1,100000009,510000002248,
2.79463,1/µm,Segment,2,1,1,100000009,510000002271,
1.30472,1/µm,Segment,2,2,1,100000009,510000002296,
0.715986,1/µm,Segment,2,2,1,100000009,510000002305,
0.490013,1/µm,Segment,3,2,1,100000009,510000002310,
0.682288,1/µm,Segment,4,2,1,100000009,510000002314,
2.16524,1/µm,Segment,4,3,1,100000009,510000002320,
2.87241,1/µm,Segment,3,3,1,100000009,510000002333,
2.60296,1/µm,Segment,2,1,1,100000009,510000002352,
0.980586,1/µm,Segment,2,2,1,100000009,510000002376,
0.685012,1/µm,Segment,3,3,1,100000009,510000002388,
0.4202,1/µm,Segment,3,2,1,100000009,510000002396,
0.773139,1/µm,Segment,4,2,1,100000009,510000002398,
1.85154,1/µm,Segment,4,3,1,100000009,510000002403,
8.11265,1/µm,Segment,3,2,1,100000009,510000002417,
1.29597,1/µm,Segment,1,1,1,100000010,510000002436,
1.19854,1/µm,Segment,2,1,1,100000010,510000002463,
0.823005,1/µm,Segment,2,2,1,100000010,510000002487,
0.403056,1/µm,Segment,2,1,1,100000010,510000002501,
1.45107,1/µm,Segment,3,1,1,100000010,510000002510,
0.56467,1/µm,Segment,3,2,1,100000010,510000002538,
0.977407,1/µm,Segment,4,2,1,100000010,510000002548,
1.1055,1/µm,Segment,4,3,1,100000010,510000002565,
0.216827,1/µm,Segment,1,1,1,100000010,510000002584,
0.468672,1/µm,Segment,2,1,1,100000010,510000002588,
0.328082,1/µm,Segment,2,2,1,100000010,510000002597,
0.291767,1/µm,Segment,3,2,1,100000010,510000002602,
0.268572,1/µm,Segment,4,3,1,100000010,510000002608,
0.572162,1/µm,Segment,1,1,1,100000010,510000002612,
0.563807,1/µm,Segment,2,1,1,100000010,510000002624,
2.19998,1/µm,Segment,2,2,1,100000010,510000002635,
0.536521,1/µm,Segment,3,3,1,100000010,510000002672,
1.56219,1/µm,Segment,4,3,1,100000010,510000002680,
1.21868,1/µm,Segment,4,4,1,100000010,510000002707,
1.10637,1/µm,Segment,2,2,1,100000010,510000002726,
0.715884,1/µm,Segment,1,1,1,100000010,510000002748,
1.83866,1/µm,Segment,3,1,1,100000011,510000002766,
1.1702,1/µm,Segment,3,2,1,100000011,510000002785,
2.57343,1/µm,Segment,4,2,1,100000011,510000002792,
3.70348,1/µm,Segment,4,3,1,100000011,510000002809,
2.39939,1/µm,Segment,2,2,1,100000011,510000002827,
1.86421,1/µm,Segment,3,1,1,100000011,510000002847,
1.46411,1/µm,Segment,3,1,1,100000011,510000002860,
0.810891,1/µm,Segment,2,2,1,100000011,510000002874,
1.77089,1/µm,Segment,1,1,1,100000011,510000002880,
1.05702,1/µm,Segment,3,3,1,100000011,510000002898,
2.42202,1/µm,Segment,3,2,1,100000011,510000002902,
3.00477,1/µm,Segment,3,2,1,100000011,510000002917,
1.78764,1/µm,Segment,3,3,1,100000011,510000002938,
2.2981,1/µm,Segment,3,2,1,100000011,510000002946,
0.147202,1/µm,Segment,1,1,1,100000012,510000002958,
0.320697,1/µm,Segment,2,1,1,100000012,510000002963,
1.03552,1/µm,Segment,3,1,1,100000012,510000002974,
0.509825,1/µm,Segment,3,2,1,100000012,510000003000,
0.754732,1/µm,Segment,2,1,1,100000012,510000003014,
1.01521,1/µm,Segment,2,2,1,100000012,510000003040,
0.0601264,1/µm,Segment,1,1,1,100000012,510000003065,
0.672694,1/µm,Segment,2,1,1,100000012,510000003067,
0.900141,1/µm,Segment,2,2,1,100000012,510000003086,
0.41612,1/µm,Segment,2,2,1,100000012,510000003109,
0.127196,1/µm,Segment,2,1,1,100000012,510000003121,
0.216461,1/µm,Segment,3,1,1,100000012,510000003124,
0.573667,1/µm,Segment,4,1,1,100000012,510000003130,
0.445897,1/µm,Segment,4,2,1,100000012,510000003147,
0.754671,1/µm,Segment,5,2,1,100000012,510000003157,
0.662266,1/µm,Segment,5,3,1,100000012,510000003175,
0.380711,1/µm,Segment,5,2,1,100000012,510000003190,
1.1938,1/µm,Segment,2,2,1,100000012,510000003198,
0.500949,1/µm,Segment,2,2,1,100000012,510000003232,
0.954677,1/µm,Segment,3,2,1,100000012,510000003243,
1.09069,1/µm,Segment,4,1,1,100000013,510000003271,
0.417782,1/µm,Segment,3,2,1,100000013,510000003294,
3.27412,1/µm,Segment,4,2,1,100000013,510000003296,
4.35072,1/µm,Segment,4,2,1,100000013,510000003319,
0.664681,1/µm,Segment,3,2,1,100000013,510000003334,
4.53397,1/µm,Segment,4,2,1,100000013,510000003336,
4.45774,1/µm,Segment,4,3,1,100000013,510000003352,
0.334001,1/µm,Segment,2,1,1,100000013,510000003369,
0.548082,1/µm,Segment,3,1,1,100000013,510000003372,
2.18677,1/µm,Segment,2,2,1,100000013,510000003375,
3.55736,1/µm,Segment,2,2,1,100000013,510000003389,
0.320913,1/µm,Segment,1,1,1,100000013,510000003402,
2.26967,1/µm,Segment,2,1,1,100000013,510000003405,
3.91756,1/µm,Segment,2,2,1,100000013,510000003429,
2.93484,1/µm,Segment,3,3,1,100000013,510000003442,
2.9504,1/µm,Segment,4,3,1,100000013,510000003451,
1.73493,1/µm,Segment,3,2,1,100000013,510000003473,
1.29873,1/µm,Segment,1,1,1,100000014,510000003491,
1.31522,1/µm,Segment,4,1,1,100000014,510000003501,
2.4706,1/µm,Segment,3,2,1,100000014,510000003507,
0.16923,1/µm,Segment,1,1,1,100000014,510000003515,
1.89442,1/µm,Segment,3,2,1,100000014,510000003518,
0.142074,1/µm,Segment,1,1,1,100000014,510000003527,
1.49819,1/µm,Segment,2,2,1,100000014,510000003529,
0.731498,1/µm,Segment,2,1,1,100000014,510000003552,
2.86006,1/µm,Segment,3,1,1,100000014,510000003554,
2.62871,1/µm,Segment,3,2,1,100000014,510000003570,
2.0325,1/µm,Segment,4,2,1,100000014,510000003582,
1.89029,1/µm,Segment,2,2,1,100000014,510000003592,
4.0298,1/µm,Segment,4,1,1,100000014,510000003609,
0.977569,1/µm,Segment,4,2,1,100000014,510000003635,
1.76349,1/µm,Segment,2,2,1,100000014,510000003640,
2.57103,1/µm,Segment,3,2,1,100000014,510000003647,
1.76032,1/µm,Segment,3,3,1,100000014,510000003656,
0.0257559,1/µm,Segment,0,1,1,100000000,510000003676,
0.0492614,1/µm,Segment,1,1,1,100000000,510000003677,
0.292423,1/µm,Segment,1,2,1,100000000,510000003678,
0.538712,1/µm,Segment,2,2,1,100000000,510000003679,
0.0393476,1/µm,Segment,1,1,1,100000001,510000003680,
0.0450882,1/µm,Segment,1,1,1,100000001,510000003681,
0.0618329,1/µm,Segment,2,1,1,100000001,510000003682,
0.322921,1/µm,Segment,4,2,1,100000001,510000003683,
0.149805,1/µm,Segment,4,1,1,100000002,510000003684,
0.0449957,1/µm,Segment,1,1,1,100000003,510000003685,
0.0304436,1/µm,Segment,1,1,1,100000004,510000003686,
0.0465007,1/µm,Segment,2,1,1,100000004,510000003687,
0.12734,1/µm,Segment,2,2,1,100000004,510000003688,
0.193506,1/µm,Segment,3,3,1,100000004,510000003689,
0.0430489,1/µm,Segment,0,1,1,100000005,510000003690,
0.167528,1/µm,Segment,1,2,1,100000005,510000003691,
0.149984,1/µm,Segment,2,2,1,100000005,510000003692,
0.296156,1/µm,Segment,3,2,1,100000005,510000003693,
0.208722,1/µm,Segment,6,2,1,100000005,510000003694,
0.727698,1/µm,Segment,3,2,1,100000006,510000003695,
0.0839128,1/µm,Segment,1,1,1,100000006,510000003696,
0.0698764,1/µm,Segment,1,1,1,100000006,510000003697,
0.131747,1/µm,Segment,2,1,1,100000006,510000003698,
0.0668175,1/µm,Segment,1,1,1,100000007,510000003699,
0.0408435,1/µm,Segment,1,1,1,100000007,510000003700,
0.0537668,1/µm,Segment,3,1,1,100000008,510000003701,
0.0916265,1/µm,Segment,1,1,1,100000009,510000003702,
0.0951023,1/µm,Segment,1,1,1,100000009,510000003703,
0.0806167,1/µm,Segment,1,1,1,100000009,510000003704,
0.0534338,1/µm,Segment,1,1,1,100000010,510000003705,
0.0572578,1/µm,Segment,4,2,1,100000010,510000003706,
0.0424167,1/µm,Segment,1,1,1,100000011,510000003707,
0.0567005,1/µm,Segment,2,1,1,100000011,510000003708,
0.0836912,1/µm,Segment,3,2,1,100000011,510000003709,
0.041094,1/µm,Segment,1,1,1,100000011,510000003710,
0.25094,1/µm,Segment,2,1,1,100000011,510000003711,
0.0547116,1/µm,Segment,1,1,1,100000011,510000003712,
0.0985279,1/µm,Segment,2,1,1,100000011,510000003713,
0.218054,1/µm,Segment,2,2,1,100000011,510000003714,
0.0262897,1/µm,Segment,1,1,1,100000012,510000003715,
0.0252139,1/µm,Segment,1,1,1,100000012,510000003716,
0.0299066,1/µm,Segment,5,1,1,100000012,510000003717,
0.0833094,1/µm,Segment,1,1,1,100000013,510000003718,
0.122076,1/µm,Segment,2,1,1,100000013,510000003719,
0.0886061,1/µm,Segment,3,1,1,100000013,510000003720,
0.23874,1/µm,Segment,2,2,1,100000013,510000003721,
0.0612035,1/µm,Segment,1,1,1,100000013,510000003722,
0.0627465,1/µm,Segment,1,1,1,100000014,510000003723,
0.126784,1/µm,Segment,2,1,1,100000014,510000003724,
0.131092,1/µm,Segment,3,1,1,100000014,510000003725,
0.120938,1/µm,Segment,2,1,1,100000014,510000003726,
0.268052,1/µm,Segment,3,1,1,100000014,510000003727,
