
Segment Resistance
 ==================== 
Segment Resistance,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.70562,1/µm,Segment,2,2,1,100000005,510000000841,
9.19543,1/µm,Segment,2,2,1,100000005,510000000846,
0.682269,1/µm,Segment,2,1,1,100000005,510000000866,
4.15889,1/µm,Segment,3,1,1,100000005,510000000869,
8.53685,1/µm,Segment,2,2,1,100000005,510000000880,
6.55059,1/µm,Segment,3,2,1,100000005,510000000897,
0.906054,1/µm,Segment,2,1,1,100000005,510000000911,
10.4701,1/µm,Segment,3,1,1,100000005,510000000913,
1.67943,1/µm,Segment,3,2,1,100000005,510000000942,
4.37628,1/µm,Segment,4,2,1,100000005,510000000947,
5.21559,1/µm,Segment,4,3,1,100000005,510000000964,
11.4673,1/µm,Segment,3,1,1,100000006,510000000982,
18.2726,1/µm,Segment,2,2,1,100000006,510000001003,
6.0978,1/µm,Segment,1,1,1,100000006,510000001027,
9.81993,1/µm,Segment,3,2,1,100000006,510000001041,
23.5341,1/µm,Segment,3,2,1,100000006,510000001060,
4.18022,1/µm,Segment,1,1,1,100000006,510000001090,
0.517823,1/µm,Segment,2,1,1,100000007,510000001100,
0.756211,1/µm,Segment,3,1,1,100000007,510000001103,
2.94848,1/µm,Segment,4,1,1,100000007,510000001107,
1.18334,1/µm,Segment,5,1,1,100000007,510000001119,
2.63986,1/µm,Segment,5,2,1,100000007,510000001123,
0.900248,1/µm,Segment,3,2,1,100000007,510000001133,
2.82883,1/µm,Segment,4,2,1,100000007,510000001136,
2.68599,1/µm,Segment,4,3,1,100000007,510000001147,
3.68069,1/µm,Segment,3,1,1,100000007,510000001157,
3.65701,1/µm,Segment,3,2,1,100000007,510000001178,
2.8979,1/µm,Segment,4,2,1,100000007,510000001191,
2.98351,1/µm,Segment,4,3,1,100000007,510000001202,
7.5351,1/µm,Segment,2,2,1,100000007,510000001210,
0.343052,1/µm,Segment,1,1,1,100000007,510000001236,
3.52477,1/µm,Segment,2,1,1,100000007,510000001238,
4.20245,1/µm,Segment,2,2,1,100000007,510000001254,
7.24555,1/µm,Segment,2,2,1,100000007,510000001270,
2.37477,1/µm,Segment,4,2,1,100000007,510000001294,
2.15765,1/µm,Segment,1,1,1,100000008,510000001301,
3.10513,1/µm,Segment,1,1,1,100000008,510000001322,
1.2636,1/µm,Segment,1,1,1,100000008,510000001349,
1.22584,1/µm,Segment,1,1,1,100000008,510000001360,
0.171083,1/µm,Segment,1,1,1,100000008,510000001373,
0.875263,1/µm,Segment,2,1,1,100000008,510000001375,
0.402704,1/µm,Segment,3,1,1,100000008,510000001384,
0.543239,1/µm,Segment,3,2,1,100000008,510000001387,
2.61569,1/µm,Segment,4,2,1,100000008,510000001391,
2.61307,1/µm,Segment,4,3,1,100000008,510000001408,
1.77609,1/µm,Segment,2,2,1,100000008,510000001424,
1.88308,1/µm,Segment,2,1,1,100000009,510000001441,
5.70461,1/µm,Segment,2,2,1,100000009,510000001449,
5.06155,1/µm,Segment,1,1,1,100000009,510000001468,
0.293605,1/µm,Segment,1,1,1,100000009,510000001489,
0.551602,1/µm,Segment,2,2,1,100000009,510000001491,
4.91851,1/µm,Segment,3,1,1,100000009,510000001494,
1.84374,1/µm,Segment,3,2,1,100000009,510000001510,
4.58581,1/µm,Segment,1,1,1,100000009,510000001514,
0.703808,1/µm,Segment,1,1,1,100000009,510000001533,
0.29859,1/µm,Segment,1,1,1,100000010,510000001537,
1.75517,1/µm,Segment,2,1,1,100000010,510000001541,
2.28782,1/µm,Segment,2,2,1,100000010,510000001558,
1.06549,1/µm,Segment,2,1,1,100000010,510000001575,
3.10466,1/µm,Segment,2,2,1,100000010,510000001584,
1.77998,1/µm,Segment,2,2,1,100000010,510000001609,
0.940008,1/µm,Segment,1,1,1,100000010,510000001626,
0.409072,1/µm,Segment,2,1,1,100000010,510000001636,
1.45962,1/µm,Segment,2,2,1,100000010,510000001640,
0.448104,1/µm,Segment,3,2,1,100000010,510000001649,
1.14836,1/µm,Segment,3,3,1,100000010,510000001652,
0.449517,1/µm,Segment,2,1,1,100000010,510000001659,
1.38358,1/µm,Segment,3,1,1,100000010,510000001662,
1.50728,1/µm,Segment,3,2,1,100000010,510000001672,
0.987499,1/µm,Segment,2,1,1,100000011,510000001682,
0.547244,1/µm,Segment,2,2,1,100000011,510000001692,
4.29467,1/µm,Segment,3,3,1,100000011,510000001695,
0.313169,1/µm,Segment,2,1,1,100000011,510000001716,
1.84813,1/µm,Segment,3,2,1,100000011,510000001718,
1.95962,1/µm,Segment,3,1,1,100000011,510000001719,
0.580339,1/µm,Segment,1,1,1,100000011,510000001726,
0.0303778,1/µm,Segment,1,1,1,100000000,510000001736,
0.0239323,1/µm,Segment,1,1,1,100000000,510000001737,
0.116093,1/µm,Segment,1,1,1,100000001,510000001738,
0.158848,1/µm,Segment,1,1,1,100000002,510000001739,
0.409596,1/µm,Segment,2,1,1,100000002,510000001740,
0.13836,1/µm,Segment,1,1,1,100000002,510000001741,
0.365032,1/µm,Segment,2,1,1,100000002,510000001742,
0.366754,1/µm,Segment,3,1,1,100000002,510000001743,
0.0377768,1/µm,Segment,0,1,1,100000003,510000001744,
0.259223,1/µm,Segment,1,2,1,100000003,510000001745,
0.222962,1/µm,Segment,0,1,1,100000003,510000001746,
0.125075,1/µm,Segment,1,1,1,100000004,510000001747,
0.0919534,1/µm,Segment,1,1,1,100000004,510000001748,
1.31804,1/µm,Segment,4,3,1,100000004,510000001749,
0.12748,1/µm,Segment,1,1,1,100000005,510000001750,
0.115214,1/µm,Segment,1,1,1,100000005,510000001751,
0.103847,1/µm,Segment,1,1,1,100000005,510000001752,
0.109912,1/µm,Segment,1,1,1,100000006,510000001753,
0.214354,1/µm,Segment,2,1,1,100000006,510000001754,
0.11667,1/µm,Segment,1,1,1,100000007,510000001755,
0.129247,1/µm,Segment,1,1,1,100000007,510000001756,
0.190014,1/µm,Segment,2,1,1,100000007,510000001757,
0.100557,1/µm,Segment,1,1,1,100000009,510000001758,
0.559106,1/µm,Segment,2,1,1,100000009,510000001759,
0.0694563,1/µm,Segment,1,1,1,100000010,510000001760,
0.080457,1/µm,Segment,1,1,1,100000010,510000001761,
0.0649506,1/µm,Segment,1,1,1,100000011,510000001762,
0.644184,1/µm,Segment,3,2,1,100000011,510000001763,
0.0735805,1/µm,Segment,1,1,1,100000011,510000001764,
0.368029,1/µm,Segment,2,2,1,100000011,510000001765,
